age,sleep_duration,heart_rate,work_hours,screen_time,physical_activity,stress_level
30,6.6,71.0,9.2,6.4,45.0,0
45,4.7,85.0,1.0,3.3,25.0,1
37,7.9,75.0,10.9,6.1,53.0,0
45,6.4,79.0,11.9,7.2,26.0,2
25,6.2,94.0,8.4,4.1,35.0,2
58,7.5,93.0,8.8,6.1,23.0,2
56,7.9,70.0,8.7,4.4,46.0,0
18,6.5,69.0,6.1,9.5,15.0,1
20,5.3,77.0,9.8,2.8,29.0,1
30,3.8,82.0,7.8,7.8,22.0,2
45,5.5,74.0,11.3,2.2,40.0,0
42,5.6,94.0,8.2,9.1,43.0,1
50,6.7,86.0,5.9,3.2,13.0,2
55,6.0,87.0,3.9,5.9,43.0,1
23,7.5,67.0,2.9,2.2,5.0,1
49,5.6,96.0,12.4,2.8,79.0,0
38,6.4,50.0,7.1,7.3,25.0,1
33,8.3,92.0,9.5,7.6,56.0,0
38,7.0,93.0,13.8,6.0,39.0,2
28,6.4,77.0,6.8,7.0,40.0,1
54,5.6,97.0,6.6,7.6,12.0,2
53,5.6,81.0,8.1,4.1,52.0,0
52,5.2,83.0,8.6,2.7,36.0,1
36,5.7,86.0,14.2,5.5,44.0,1
37,7.6,120.0,13.2,4.3,33.0,2
35,6.2,98.0,10.4,6.3,38.0,2
58,4.5,90.0,12.8,6.6,17.0,2
31,9.2,71.0,8.0,4.1,32.0,0
32,7.0,84.0,9.4,6.9,27.0,2
48,4.4,72.0,7.6,6.8,21.0,1
18,5.8,92.0,4.6,6.9,38.0,2
20,6.7,84.0,12.1,4.7,42.0,1
33,9.1,69.0,10.1,7.1,40.0,0
40,4.8,83.0,8.6,6.5,33.0,2
28,8.0,72.0,8.5,6.8,43.0,0
29,8.6,84.0,4.0,8.9,40.0,1
27,5.6,72.0,5.6,6.2,37.0,1
49,6.1,82.0,9.5,4.3,38.0,1
33,4.9,91.0,6.9,3.3,59.0,0
25,6.2,81.0,7.8,7.8,11.0,2
55,6.4,77.0,8.2,6.2,29.0,1
29,7.5,84.0,6.5,8.8,42.0,0
41,8.1,90.0,5.6,1.4,3.0,2
45,5.4,69.0,3.7,7.3,63.0,0
25,3.5,85.0,8.1,5.0,40.0,0
45,6.5,98.0,10.4,4.8,54.0,1
53,6.9,89.0,3.6,4.0,57.0,0
43,6.9,83.0,8.4,7.3,43.0,1
25,6.0,90.0,9.3,6.7,0.0,2
45,6.7,87.0,5.5,3.2,38.0,1
45,8.8,91.0,12.8,5.8,39.0,1
54,7.1,58.0,7.3,6.9,13.0,1
58,5.9,63.0,8.2,5.9,0.0,2
53,5.7,94.0,8.0,7.7,44.0,1
44,6.2,64.0,3.2,4.9,10.0,1
34,9.0,87.0,11.5,1.0,76.0,0
26,6.2,78.0,5.6,5.9,40.0,0
50,6.5,70.0,7.8,5.9,62.0,0
37,5.8,86.0,10.3,6.1,36.0,1
30,8.1,84.0,12.9,7.7,50.0,1
45,9.4,107.0,5.3,1.6,36.0,1
46,7.2,75.0,7.2,5.0,55.0,0
30,6.6,99.0,12.6,3.7,0.0,2
52,6.6,86.0,9.9,3.1,53.0,0
23,3.0,74.0,10.5,5.4,48.0,0
35,7.6,92.0,5.3,6.9,32.0,2
22,6.7,89.0,7.4,6.1,27.0,2
42,7.1,82.0,8.0,4.1,29.0,1
19,5.4,85.0,5.9,5.2,41.0,1
27,5.9,75.0,3.5,7.4,59.0,0
47,5.9,72.0,7.0,6.9,24.0,1
22,8.0,91.0,12.6,4.4,1.0,2
50,5.9,79.0,8.7,4.3,85.0,0
18,9.6,81.0,12.6,2.1,48.0,0
35,7.1,85.0,9.0,4.6,27.0,2
49,4.6,85.0,6.2,2.0,59.0,0
28,6.3,65.0,12.3,9.6,54.0,0
38,5.5,97.0,9.1,3.8,45.0,1
43,3.2,83.0,11.4,7.7,25.0,2
42,8.9,80.0,5.3,9.1,48.0,0
39,7.6,87.0,11.6,5.9,57.0,0
44,7.3,85.0,11.7,5.3,1.0,2
30,6.7,91.0,9.4,2.9,39.0,2
50,4.4,88.0,6.1,4.5,41.0,1
51,5.8,91.0,8.4,8.7,40.0,1
58,7.8,98.0,10.3,6.2,36.0,2
52,4.9,93.0,9.2,5.6,59.0,0
18,3.0,80.0,10.3,8.1,31.0,2
38,6.2,69.0,11.5,6.9,35.0,0
23,6.3,102.0,6.6,5.2,41.0,1
45,6.7,79.0,5.0,5.9,31.0,1
34,7.6,76.0,8.4,4.0,7.0,2
22,7.5,61.0,7.5,4.4,39.0,0
48,6.9,86.0,10.9,5.1,40.0,1
22,8.3,84.0,5.3,6.6,28.0,1
55,4.2,64.0,11.6,3.0,32.0,0
20,7.3,87.0,12.6,5.7,0.0,2
40,7.4,76.0,8.5,4.7,59.0,0
54,4.6,114.0,8.7,3.7,53.0,1
54,4.2,75.0,6.2,4.7,8.0,2
27,5.4,77.0,6.9,0.9,21.0,1
27,5.5,72.0,7.3,4.0,64.0,0
36,7.6,97.0,12.8,3.3,12.0,2
34,5.6,78.0,8.3,4.9,45.0,1
38,5.2,73.0,4.5,0.9,25.0,0
31,5.6,90.0,9.3,5.9,43.0,1
26,8.2,65.0,11.0,7.3,36.0,1
18,6.5,90.0,8.4,5.3,29.0,1
30,6.2,103.0,12.9,6.5,43.0,2
21,6.3,89.0,10.8,4.5,25.0,2
18,8.4,90.0,5.4,2.4,0.0,2
57,5.4,92.0,6.8,5.5,16.0,2
49,8.5,103.0,9.2,6.9,14.0,2
51,6.8,97.0,3.5,2.9,3.0,2
45,6.3,87.0,9.5,4.6,42.0,1
48,10.3,93.0,3.2,5.0,32.0,1
25,4.9,71.0,11.6,11.2,42.0,1
56,6.0,91.0,11.2,5.9,45.0,1
43,4.7,70.0,10.0,1.7,50.0,0
51,7.9,78.0,6.5,1.2,43.0,0
20,9.0,50.0,9.0,7.0,15.0,1
29,9.0,87.0,7.0,10.5,47.0,0
18,8.3,74.0,5.4,4.9,39.0,0
22,6.2,95.0,7.5,4.8,79.0,0
47,6.0,87.0,10.6,6.4,35.0,2
47,4.0,95.0,8.6,3.9,43.0,2
34,9.6,69.0,12.9,0.4,33.0,0
40,7.2,94.0,10.8,7.6,36.0,2
32,5.8,107.0,10.5,4.3,35.0,2
54,8.5,91.0,3.7,7.6,26.0,2
38,5.0,91.0,7.6,4.0,39.0,1
31,7.1,84.0,5.3,5.7,47.0,0
19,6.2,76.0,8.0,7.2,27.0,1
28,7.5,91.0,6.4,7.6,52.0,0
56,6.4,64.0,7.4,6.0,49.0,0
55,4.3,77.0,11.7,5.9,17.0,2
51,6.6,61.0,9.9,6.7,16.0,2
55,8.1,74.0,11.5,6.4,44.0,0
51,6.5,90.0,3.7,2.9,23.0,2
35,7.7,88.0,8.7,3.0,14.0,2
47,4.9,83.0,11.4,1.3,69.0,0
32,6.5,84.0,13.0,7.0,16.0,2
44,5.6,59.0,3.9,4.7,5.0,1
51,7.6,78.0,7.4,7.1,19.0,1
55,6.5,74.0,11.6,6.3,40.0,1
50,7.5,74.0,7.9,3.5,36.0,0
41,8.1,89.0,5.8,5.3,73.0,0
32,7.5,72.0,3.9,4.6,20.0,1
47,6.9,75.0,5.7,4.3,40.0,1
59,5.0,57.0,3.4,7.3,58.0,0
34,6.5,78.0,8.7,10.5,22.0,2
22,5.7,69.0,11.2,7.7,49.0,0
46,6.0,83.0,4.7,5.4,0.0,2
21,5.9,71.0,9.3,8.0,70.0,0
27,5.0,83.0,11.0,8.9,55.0,0
34,3.6,80.0,8.5,2.7,21.0,2
27,5.5,102.0,3.7,7.9,52.0,1
34,6.8,88.0,9.7,7.0,61.0,0
37,4.5,60.0,8.3,7.9,9.0,2
41,6.5,67.0,8.0,7.1,23.0,1
22,9.4,83.0,6.9,5.0,62.0,0
51,8.0,71.0,8.8,9.6,36.0,0
23,9.0,50.0,10.0,6.2,44.0,0
19,7.1,98.0,15.7,4.6,36.0,2
30,8.3,91.0,8.8,6.5,53.0,0
28,5.4,88.0,13.0,7.4,45.0,1
40,5.5,75.0,9.6,5.7,37.0,0
33,3.0,87.0,8.2,6.3,0.0,2
48,8.3,74.0,8.9,5.7,48.0,0
28,8.8,84.0,4.8,4.2,50.0,0
33,5.7,71.0,9.4,3.9,10.0,2
25,6.1,100.0,2.5,2.7,12.0,2
21,5.4,63.0,5.9,8.5,45.0,0
57,7.1,97.0,8.8,5.1,39.0,2
21,8.2,82.0,12.1,0.0,0.0,2
42,3.9,76.0,12.8,6.3,19.0,2
20,7.1,84.0,7.8,6.3,41.0,0
49,6.1,91.0,9.0,1.8,49.0,1
20,6.7,98.0,11.5,3.8,23.0,2
44,7.2,86.0,4.5,3.7,32.0,1
46,6.2,71.0,9.7,4.0,17.0,1
49,6.3,83.0,6.0,7.9,61.0,0
36,6.2,104.0,8.0,5.2,38.0,2
38,8.0,98.0,7.1,4.6,22.0,2
22,7.1,93.0,9.8,7.7,12.0,2
35,6.8,92.0,10.2,6.5,10.0,2
45,4.6,90.0,11.2,2.0,71.0,0
59,5.9,96.0,9.5,4.3,32.0,2
39,7.8,77.0,9.0,6.1,27.0,1
38,6.6,66.0,14.1,3.6,31.0,1
23,7.5,83.0,3.9,9.6,22.0,1
18,9.1,72.0,13.6,5.7,33.0,1
22,8.1,69.0,7.6,4.0,36.0,0
58,6.6,73.0,10.2,3.3,35.0,1
29,5.7,112.0,7.5,7.4,10.0,2
43,3.0,84.0,6.4,4.2,53.0,0
51,6.2,86.0,10.0,6.3,24.0,2
31,6.0,67.0,11.6,3.2,22.0,1
43,7.1,60.0,9.9,5.6,21.0,1
44,6.3,72.0,6.9,4.2,14.0,1
26,6.0,99.0,16.0,4.9,40.0,2
43,3.8,86.0,12.1,3.9,53.0,0
39,5.1,89.0,11.3,7.6,21.0,2
47,7.2,91.0,7.4,4.5,0.0,2
34,9.1,75.0,6.6,5.2,14.0,1
43,6.4,99.0,7.7,5.3,26.0,2
53,7.0,74.0,11.7,8.7,10.0,2
18,7.9,99.0,5.5,7.3,23.0,2
25,5.3,87.0,5.3,7.1,24.0,2
52,7.1,61.0,10.1,2.3,35.0,0
32,5.4,73.0,9.5,4.2,6.0,2
39,7.8,61.0,6.2,7.9,47.0,0
31,6.7,96.0,5.2,3.2,68.0,0
43,6.9,82.0,12.8,5.7,64.0,0
45,5.3,55.0,9.6,3.4,23.0,0
40,7.6,87.0,4.4,3.6,48.0,1
31,9.6,76.0,4.6,8.9,46.0,0
41,5.0,64.0,7.4,6.9,34.0,0
19,6.0,102.0,10.7,7.5,39.0,2
43,6.8,83.0,10.3,7.1,49.0,1
31,7.7,78.0,11.9,5.2,53.0,0
24,5.7,77.0,4.0,4.1,19.0,1
20,3.0,64.0,9.2,4.7,50.0,0
40,8.5,66.0,12.8,5.1,68.0,0
35,7.6,97.0,12.5,9.1,53.0,1
55,3.9,76.0,9.6,2.8,66.0,0
52,5.6,82.0,15.5,4.4,0.0,2
32,8.9,57.0,10.3,3.7,47.0,0
42,8.7,66.0,11.6,7.6,40.0,0
54,7.9,89.0,8.6,9.2,56.0,0
45,6.2,87.0,6.2,6.1,12.0,2
27,6.6,103.0,5.9,6.3,25.0,2
56,6.3,98.0,9.0,5.7,53.0,1
34,8.2,79.0,7.9,6.4,14.0,1
56,5.2,88.0,3.2,7.0,40.0,1
39,5.3,78.0,5.4,6.4,35.0,1
43,8.0,107.0,7.5,6.5,31.0,2
42,6.4,96.0,10.7,7.1,46.0,1
34,8.6,84.0,8.5,1.9,13.0,2
30,5.5,84.0,8.3,5.5,19.0,2
37,6.4,99.0,5.5,6.1,32.0,2
42,5.1,89.0,8.6,6.3,11.0,2
21,6.5,101.0,12.5,5.2,60.0,1
27,4.3,56.0,9.0,5.8,19.0,1
20,5.8,88.0,4.0,4.1,51.0,0
58,4.3,76.0,4.7,2.0,17.0,1
35,7.5,103.0,10.3,7.5,49.0,1
53,7.6,101.0,7.8,3.2,3.0,2
39,3.9,82.0,8.3,5.2,63.0,0
51,8.5,100.0,6.7,4.0,58.0,0
25,10.2,103.0,10.0,8.7,24.0,2
57,6.6,83.0,7.6,5.3,18.0,2
36,5.5,112.0,7.9,4.9,44.0,2
59,10.7,82.0,5.9,7.0,4.0,2
58,4.5,79.0,11.3,9.8,36.0,2
54,6.5,92.0,7.8,6.3,19.0,2
23,6.8,78.0,10.3,4.7,30.0,1
43,8.5,83.0,4.9,6.9,22.0,2
51,7.0,99.0,13.7,2.4,19.0,2
23,5.8,82.0,12.3,5.6,69.0,0
54,5.1,62.0,2.8,9.5,51.0,0
50,6.0,86.0,6.1,5.8,5.0,2
39,5.0,74.0,9.9,5.7,17.0,1
38,6.6,92.0,4.5,5.5,52.0,0
23,5.7,90.0,8.1,4.7,54.0,0
23,4.3,100.0,9.8,6.1,7.0,2
21,8.4,93.0,7.9,7.1,49.0,1
47,5.8,95.0,10.1,4.8,40.0,2
28,4.6,74.0,6.4,0.5,0.0,2
47,6.2,92.0,1.8,6.4,27.0,2
48,6.6,106.0,11.4,9.8,32.0,2
41,3.9,74.0,11.4,4.7,36.0,1
26,7.0,104.0,16.0,2.6,9.0,2
20,4.9,75.0,1.9,6.9,20.0,1
48,9.1,72.0,10.8,9.0,23.0,1
57,7.3,86.0,2.6,6.6,24.0,1
54,5.9,91.0,13.8,8.9,25.0,2
53,5.4,93.0,10.0,7.1,32.0,2
41,6.3,70.0,5.6,6.9,41.0,0
48,7.4,87.0,10.8,4.5,70.0,0
23,6.5,74.0,6.8,6.1,52.0,0
19,6.2,64.0,9.4,5.4,61.0,0
37,6.6,71.0,9.1,5.4,25.0,1
45,5.6,73.0,13.7,5.0,15.0,2
28,6.0,88.0,13.9,6.0,51.0,1
21,3.4,96.0,6.7,2.9,35.0,1
32,8.0,64.0,11.7,7.1,50.0,0
23,6.9,86.0,9.6,3.7,17.0,2
47,5.3,68.0,4.3,5.0,48.0,0
55,9.3,90.0,6.4,6.2,31.0,1
19,6.6,75.0,15.5,3.6,26.0,2
32,4.9,69.0,9.6,1.6,28.0,1
28,7.8,92.0,11.5,4.7,45.0,1
25,7.1,75.0,7.9,2.6,50.0,0
43,7.1,78.0,6.9,6.9,28.0,1
22,5.9,55.0,8.6,3.2,42.0,0
23,7.2,93.0,7.7,8.5,42.0,1
43,6.1,92.0,4.0,5.5,50.0,0
21,7.3,82.0,5.5,5.6,55.0,0
36,3.6,64.0,10.6,1.5,71.0,0
37,5.8,97.0,7.4,5.8,26.0,2
50,9.1,74.0,8.6,5.3,64.0,0
37,5.3,77.0,9.2,2.9,37.0,1
29,5.6,110.0,9.4,5.7,13.0,2
18,5.8,74.0,11.9,4.7,22.0,2
43,4.7,91.0,5.2,5.1,44.0,1
31,3.2,89.0,10.2,5.6,49.0,1
55,6.2,87.0,10.8,4.6,15.0,2
54,6.7,85.0,11.5,6.0,20.0,2
28,6.4,87.0,4.3,5.3,24.0,2
53,6.3,85.0,9.3,6.4,18.0,2
30,6.6,81.0,13.6,4.4,0.0,2
20,8.0,100.0,8.2,3.4,0.0,2
50,6.2,66.0,10.0,4.1,27.0,1
23,5.6,94.0,10.8,8.4,40.0,1
27,6.1,92.0,5.4,7.4,48.0,1
22,7.4,90.0,14.0,7.9,8.0,2
40,8.6,95.0,10.0,8.1,8.0,2
27,5.6,81.0,10.1,4.6,24.0,1
19,6.6,60.0,3.5,6.1,35.0,0
30,7.0,81.0,10.9,5.7,55.0,0
57,5.0,70.0,10.0,6.8,49.0,0
19,6.5,73.0,13.4,4.9,28.0,1
37,4.3,67.0,7.6,5.7,42.0,0
18,3.8,76.0,5.5,5.6,18.0,2
54,7.1,75.0,6.5,6.6,36.0,1
26,5.9,53.0,7.0,6.8,34.0,0
34,6.8,90.0,5.1,5.7,63.0,0
26,6.5,109.0,12.4,5.7,45.0,2
28,5.0,89.0,12.5,6.0,20.0,2
32,6.4,80.0,7.9,8.8,20.0,2
41,4.7,81.0,7.3,2.0,28.0,1
55,8.6,77.0,3.1,3.6,4.0,2
52,4.5,83.0,10.6,6.8,30.0,2
47,6.2,82.0,13.5,6.0,32.0,2
48,4.9,72.0,6.6,6.0,44.0,0
22,7.4,102.0,8.1,6.8,47.0,1
31,6.0,64.0,9.8,5.9,37.0,0
28,5.7,91.0,13.7,4.4,2.0,2
26,7.8,81.0,9.1,6.8,11.0,2
51,6.5,105.0,9.1,5.5,23.0,2
29,7.3,86.0,9.0,4.6,48.0,0
52,5.0,78.0,4.2,6.9,47.0,0
52,4.4,79.0,4.2,6.8,30.0,1
18,6.7,82.0,6.1,5.9,82.0,0
57,6.0,68.0,11.5,8.9,66.0,0
39,7.4,73.0,7.5,8.2,60.0,0
46,6.4,61.0,6.9,7.5,49.0,0
25,6.8,71.0,6.9,10.6,44.0,0
28,4.1,83.0,8.1,5.2,43.0,1
58,9.3,86.0,13.6,4.6,0.0,2
54,6.3,58.0,8.0,7.2,14.0,1
31,7.5,80.0,6.1,5.0,31.0,1
47,5.2,89.0,8.6,5.5,38.0,1
52,7.0,80.0,13.8,3.5,33.0,1
38,4.5,74.0,7.0,6.7,40.0,0
54,7.2,77.0,5.0,2.6,0.0,2
22,6.0,76.0,7.0,5.3,45.0,0
36,6.5,74.0,8.9,5.5,36.0,1
31,7.5,84.0,10.6,4.6,31.0,1
43,4.7,110.0,11.5,2.0,54.0,1
21,5.5,73.0,5.4,2.0,14.0,1
42,7.2,78.0,5.6,4.0,30.0,1
59,9.6,81.0,7.5,6.6,41.0,1
42,6.3,74.0,10.6,6.1,18.0,2
35,7.4,95.0,4.7,5.5,0.0,2
57,6.3,54.0,6.7,3.7,12.0,1
25,9.4,76.0,6.7,6.2,34.0,1
56,3.9,92.0,11.3,1.9,30.0,2
57,6.6,78.0,10.1,0.7,35.0,1
31,4.1,72.0,11.2,5.0,22.0,2
49,3.0,87.0,12.5,4.4,9.0,2
55,6.9,93.0,7.6,7.5,38.0,1
50,6.7,85.0,4.9,5.8,32.0,1
40,6.1,72.0,5.0,8.8,48.0,0
32,6.3,87.0,3.0,4.4,20.0,2
50,11.1,77.0,7.1,6.5,0.0,2
42,6.1,91.0,7.3,5.0,0.0,2
34,7.3,100.0,10.9,8.3,27.0,2
50,5.5,51.0,8.6,5.1,38.0,0
19,6.9,83.0,7.0,7.2,30.0,1
31,6.1,61.0,8.2,3.3,24.0,1
57,5.9,111.0,5.4,4.7,3.0,2
57,9.2,76.0,11.6,5.3,0.0,2
56,8.3,91.0,6.1,8.0,42.0,1
23,6.7,82.0,5.1,1.1,30.0,1
23,3.0,72.0,11.0,4.8,28.0,2
20,6.0,71.0,10.2,4.8,4.0,2
24,10.6,101.0,3.3,1.3,16.0,2
25,6.2,93.0,11.1,4.6,36.0,2
59,8.2,105.0,6.3,2.4,41.0,1
32,8.7,83.0,7.4,0.8,32.0,1
46,6.8,85.0,9.1,5.0,63.0,0
50,5.2,79.0,10.3,4.9,23.0,2
47,3.0,79.0,9.8,5.0,61.0,0
56,7.5,69.0,8.4,6.0,39.0,0
44,5.3,83.0,7.2,3.7,37.0,1
53,6.8,73.0,9.7,9.1,54.0,0
46,4.6,87.0,8.1,5.4,23.0,2
55,6.1,84.0,13.9,8.1,28.0,2
50,6.6,85.0,10.3,2.1,11.0,2
54,6.9,102.0,5.7,3.8,54.0,1
44,4.8,82.0,7.1,6.9,42.0,1
50,8.3,91.0,8.6,5.0,57.0,0
21,5.6,107.0,12.4,3.4,39.0,2
39,4.0,98.0,12.7,1.8,57.0,0
19,6.3,96.0,7.3,7.0,20.0,2
27,6.6,78.0,5.7,6.8,55.0,0
22,6.7,85.0,5.3,6.0,27.0,1
27,8.5,66.0,9.3,4.5,35.0,1
50,6.1,88.0,15.4,3.3,50.0,1
55,6.3,85.0,10.1,5.4,82.0,0
30,4.8,82.0,3.7,2.9,51.0,0
48,7.7,94.0,6.3,4.0,53.0,0
53,6.8,68.0,6.6,8.0,24.0,1
41,5.9,102.0,6.0,1.8,38.0,2
32,3.6,93.0,7.3,6.9,33.0,2
46,8.7,81.0,9.6,8.5,63.0,0
25,4.7,80.0,10.5,7.1,32.0,2
22,5.6,88.0,11.8,6.3,62.0,0
46,7.0,100.0,10.1,4.6,9.0,2
21,4.7,83.0,2.6,4.2,63.0,0
29,4.3,84.0,5.3,1.0,18.0,2
19,3.3,82.0,8.0,5.6,52.0,1
44,7.6,103.0,8.9,4.7,18.0,2
48,5.7,78.0,11.1,4.1,47.0,1
53,10.9,82.0,8.6,5.5,16.0,1
53,5.0,100.0,8.7,5.6,56.0,1
43,5.1,84.0,9.2,4.2,52.0,0
44,5.7,96.0,7.7,8.7,23.0,2
22,6.9,71.0,8.8,7.0,47.0,0
37,5.8,80.0,11.9,7.3,54.0,1
28,7.4,100.0,8.2,5.3,17.0,2
27,5.0,74.0,8.4,6.5,14.0,2
57,4.4,80.0,8.4,3.7,14.0,2
55,3.8,85.0,12.4,6.8,11.0,2
23,3.2,70.0,5.2,5.1,13.0,2
25,5.7,77.0,13.8,3.5,53.0,0
40,6.0,83.0,5.0,5.5,46.0,0
43,5.6,83.0,6.5,4.9,1.0,2
29,8.4,97.0,10.7,10.1,25.0,2
43,8.3,100.0,11.6,6.4,12.0,2
30,6.0,72.0,4.3,8.7,52.0,0
57,3.8,83.0,5.2,7.8,26.0,2
35,5.6,90.0,9.3,5.6,4.0,2
42,5.6,100.0,15.5,4.6,38.0,2
50,5.5,91.0,12.2,2.0,47.0,1
57,5.5,85.0,7.8,3.8,16.0,2
29,5.5,90.0,1.2,6.8,30.0,1
53,5.9,90.0,8.7,4.9,17.0,2
21,5.5,71.0,9.6,6.3,60.0,0
22,6.8,84.0,7.4,1.4,26.0,1
54,7.0,100.0,5.9,6.4,21.0,2
25,5.1,80.0,9.0,7.7,34.0,1
59,8.4,84.0,5.7,1.9,31.0,0
45,5.0,79.0,14.1,6.2,49.0,0
48,4.1,54.0,13.1,8.2,59.0,0
26,7.1,82.0,10.5,8.9,59.0,0
46,5.3,86.0,8.8,4.5,27.0,2
31,7.0,76.0,6.5,7.1,41.0,1
57,3.0,68.0,8.4,8.4,65.0,0
58,8.6,71.0,13.4,6.3,66.0,0
39,7.5,91.0,11.1,8.1,17.0,2
28,4.2,106.0,9.1,5.4,47.0,2
40,4.3,99.0,11.3,6.3,43.0,2
18,9.0,66.0,10.1,4.3,54.0,0
54,5.4,92.0,9.7,5.2,60.0,0
38,5.2,74.0,11.4,6.4,14.0,2
43,3.1,75.0,10.1,4.1,21.0,2
53,6.0,76.0,11.1,5.1,53.0,0
40,6.2,90.0,9.0,7.0,38.0,2
18,7.6,94.0,7.7,9.6,0.0,2
57,4.4,81.0,6.9,1.4,2.0,2
32,4.2,81.0,6.5,9.5,48.0,1
38,7.2,88.0,3.7,5.0,52.0,0
26,8.0,89.0,5.8,7.4,8.0,2
26,4.1,96.0,5.7,7.8,57.0,1
27,8.1,67.0,7.0,8.6,31.0,0
43,6.6,82.0,13.2,4.0,15.0,2
58,8.1,69.0,8.0,5.0,24.0,1
52,6.4,81.0,9.2,5.4,11.0,2
42,3.0,79.0,9.3,4.8,23.0,2
43,6.3,81.0,13.3,8.1,0.0,2
28,8.1,72.0,6.8,5.3,34.0,0
55,5.2,64.0,7.8,2.3,47.0,0
19,5.9,57.0,8.2,4.2,8.0,1
24,6.2,80.0,11.9,2.3,35.0,1
35,3.0,77.0,12.5,5.0,19.0,2
44,9.0,74.0,9.9,6.8,48.0,0
51,5.1,98.0,12.2,4.2,0.0,2
44,7.3,72.0,9.0,4.7,49.0,0
34,6.4,99.0,8.0,5.0,0.0,2
41,8.4,101.0,12.0,5.8,31.0,2
42,7.1,59.0,10.0,6.5,21.0,1
24,6.1,83.0,6.3,7.1,28.0,1
23,5.2,77.0,11.5,10.0,4.0,2
41,7.7,50.0,7.9,5.7,68.0,0
50,3.7,65.0,7.5,7.0,9.0,2
46,7.5,91.0,11.2,2.3,11.0,2
39,4.9,106.0,8.2,4.7,71.0,0
43,8.4,93.0,9.7,5.0,41.0,1
45,6.7,86.0,10.5,3.5,10.0,2
38,7.5,82.0,6.2,4.4,32.0,1
24,6.6,102.0,9.7,5.3,30.0,2
34,3.9,108.0,12.5,4.5,1.0,2
37,5.2,75.0,5.6,10.7,20.0,2
58,7.5,58.0,9.8,6.5,34.0,0
37,6.7,57.0,6.0,9.5,60.0,0
39,8.3,98.0,11.6,8.5,31.0,2
45,7.1,81.0,11.5,4.2,33.0,1
57,5.0,84.0,7.4,5.6,19.0,2
24,5.3,61.0,15.1,4.6,57.0,0
18,6.7,73.0,11.8,5.2,53.0,0
49,3.0,78.0,10.6,3.5,51.0,0
30,9.0,84.0,10.5,4.6,37.0,0
47,7.2,77.0,11.5,6.2,3.0,2
40,8.3,70.0,5.5,6.2,57.0,0
36,4.1,73.0,9.1,6.0,36.0,1
49,8.4,96.0,9.6,5.4,29.0,2
47,9.8,85.0,7.3,7.2,44.0,0
46,4.5,89.0,9.9,5.0,39.0,1
46,7.7,71.0,12.2,8.3,14.0,2
47,6.5,50.0,7.2,1.8,29.0,0
33,4.2,76.0,8.3,6.8,0.0,2
57,7.2,72.0,6.0,6.5,37.0,1
36,7.8,86.0,3.1,4.2,62.0,0
35,5.6,121.0,10.8,4.8,0.0,2
18,8.2,90.0,8.4,6.4,38.0,1
31,4.0,115.0,8.6,7.3,48.0,2
19,4.3,89.0,5.5,2.0,51.0,0
45,6.7,74.0,7.9,6.8,20.0,2
47,6.5,86.0,11.8,4.6,13.0,2
55,5.4,103.0,8.5,7.8,23.0,2
21,7.7,104.0,8.6,1.8,59.0,0
18,7.3,75.0,9.1,10.4,1.0,2
25,7.8,85.0,4.8,3.7,11.0,2
46,6.3,65.0,10.4,8.4,26.0,1
56,7.4,92.0,4.7,5.4,15.0,2
20,5.8,101.0,5.7,3.9,34.0,1
49,9.6,82.0,5.4,6.0,63.0,0
27,5.3,74.0,8.0,7.6,11.0,2
27,9.7,86.0,7.4,2.4,32.0,1
36,6.6,87.0,8.5,6.9,35.0,1
51,4.4,83.0,5.8,5.5,28.0,2
50,8.6,84.0,11.5,6.7,3.0,2
40,6.7,80.0,11.0,5.5,22.0,2
45,7.8,94.0,8.0,4.4,22.0,2
49,8.3,91.0,7.1,3.3,48.0,1
24,7.0,70.0,6.8,6.8,43.0,0
46,5.6,70.0,7.6,6.8,4.0,2
25,8.0,79.0,4.3,6.8,27.0,1
18,6.5,91.0,5.6,6.4,25.0,2
20,7.5,84.0,11.1,7.4,74.0,0
41,3.3,74.0,9.4,8.3,41.0,1
40,7.2,85.0,13.4,1.7,13.0,2
25,5.5,78.0,7.6,0.8,19.0,1
54,9.0,93.0,7.4,8.9,27.0,2
20,7.4,86.0,7.3,2.8,42.0,0
50,6.9,78.0,7.5,3.3,45.0,0
45,7.2,85.0,6.5,4.9,39.0,1
25,5.0,98.0,9.3,2.2,31.0,2
51,8.9,75.0,8.6,4.7,32.0,0
52,9.5,87.0,7.0,3.6,32.0,1
49,7.1,81.0,12.3,5.0,0.0,2
41,8.9,87.0,14.2,6.1,34.0,1
31,5.6,74.0,12.0,4.8,23.0,1
49,5.3,83.0,10.2,4.7,2.0,2
33,6.6,95.0,10.8,6.0,83.0,0
21,7.2,71.0,14.1,7.6,41.0,0
54,5.9,66.0,10.8,8.7,35.0,0
38,7.3,67.0,6.7,5.1,28.0,1
31,7.0,68.0,9.7,9.1,50.0,0
48,5.0,89.0,10.4,7.3,12.0,2
35,7.3,65.0,5.5,3.0,29.0,0
24,7.8,78.0,7.6,3.0,16.0,1
27,6.8,89.0,11.8,4.3,49.0,1
24,8.2,87.0,3.0,8.4,18.0,2
50,4.7,77.0,4.7,4.5,57.0,0
40,7.2,84.0,8.0,1.7,33.0,0
38,4.7,83.0,9.6,5.0,50.0,0
36,4.8,79.0,4.4,1.5,43.0,0
